tag,event_type,event_site,event_date,event_release_site,event_release_date,mark_date,cth_count
3DD.0078E1273A,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1273B,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1273C,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1273D,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1273E,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1273F,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12740,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12741,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12742,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12743,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12744,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12745,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12746,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12747,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12748,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12749,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1274A,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1274B,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1274C,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1274D,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1274E,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1274F,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12750,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12751,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12752,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12753,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12754,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12755,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12756,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12757,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12758,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1275A,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1275B,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1275C,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1275D,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1275E,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1275F,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12760,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12761,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12762,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12763,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12764,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12765,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12766,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12767,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12768,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12769,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1276A,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1276B,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1276C,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1276D,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1276E,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1276F,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12770,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12771,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12772,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12773,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12774,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12775,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12776,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12777,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12778,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E12779,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1277A,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E1277B,Mark,WELH - Wells Hatchery,7/17/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,7/17/2025,7/17/2025,1
3DD.0078E129D4,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129D5,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129D6,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129D7,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E129D8,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129D9,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129DA,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129DB,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129DC,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129DD,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129DE,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129DF,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129E0,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129E1,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129E2,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129E3,Mark,WELH - Wells Hatchery,8/21/2025,TWISPR - Twisp River,8/21/2025,8/21/2025,1
3DD.0078E129E4,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129E5,Mark,WELH - Wells Hatchery,8/21/2025,TWISPR - Twisp River,8/21/2025,8/21/2025,1
3DD.0078E129E6,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129E8,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129E9,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E129EA,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129EB,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129EC,Mark,WELH - Wells Hatchery,8/21/2025,TWISPR - Twisp River,8/21/2025,8/21/2025,1
3DD.0078E129ED,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129EE,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129EF,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129F0,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129F1,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E129F2,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129F3,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129F4,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129F5,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E129F6,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129F7,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129F8,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129F9,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E129FA,Mark,WELH - Wells Hatchery,8/21/2025,TWISPR - Twisp River,8/21/2025,8/21/2025,1
3DD.0078E129FB,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129FC,Mark,WELH - Wells Hatchery,8/21/2025,TWISPR - Twisp River,8/21/2025,8/21/2025,1
3DD.0078E129FD,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E129FE,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E129FF,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A00,Mark,WELH - Wells Hatchery,8/21/2025,TWISPR - Twisp River,8/21/2025,8/21/2025,1
3DD.0078E12A01,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A02,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A03,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A04,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A06,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A07,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A08,Mark,WELH - Wells Hatchery,8/21/2025,TWISPR - Twisp River,8/21/2025,8/21/2025,1
3DD.0078E12A09,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A0A,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A0B,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A0C,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A0D,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A0E,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A0F,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A10,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E12A11,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A12,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A13,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E12A14,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A15,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E12A16,Mark,WELH - Wells Hatchery,8/21/2025,TWISPR - Twisp River,8/21/2025,8/21/2025,1
3DD.0078E12A17,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A18,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E12A19,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A1A,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E12A1B,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A1C,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A1D,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A1E,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E12A1F,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A20,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A21,Mark,WELH - Wells Hatchery,8/21/2025,TWISPR - Twisp River,8/21/2025,8/21/2025,1
3DD.0078E12A22,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E12A23,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A24,Mark,WELH - Wells Hatchery,8/21/2025,TWISPR - Twisp River,8/21/2025,8/21/2025,1
3DD.0078E12A25,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A26,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A27,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A28,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A29,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A2A,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A2B,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A2C,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A2D,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A2E,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E12A2F,Mark,WELH - Wells Hatchery,8/21/2025,TWISPR - Twisp River,8/21/2025,8/21/2025,1
3DD.0078E12A30,Mark,WELH - Wells Hatchery,8/21/2025,"BEAV2C - Beaver Creek, Methow River",8/21/2025,8/21/2025,1
3DD.0078E12A31,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A32,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E12A33,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A34,Mark,WELH - Wells Hatchery,8/28/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/28/2025,8/28/2025,1
3DD.0078E12A35,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A36,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E12A37,Mark,WELH - Wells Hatchery,9/4/2025,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/4/2025,9/4/2025,1
3DD.0078E13910,Mark,WELH - Wells Hatchery,8/29/2024,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/29/2024,8/29/2024,1
3DD.0078E13911,Mark,WELH - Wells Hatchery,8/29/2024,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/29/2024,8/29/2024,1
3DD.0078E13912,Mark,WELH - Wells Hatchery,8/29/2024,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/29/2024,8/29/2024,1
3DD.0078E13913,Mark,WELH - Wells Hatchery,8/27/2024,"COLR8 - Columbia River - Chelan Falls, WA to Grand Coulee Dam (km 809-960)",8/28/2024,8/27/2024,1
3DD.0078E13914,Mark,WELH - Wells Hatchery,8/29/2024,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/29/2024,8/29/2024,1
3DD.0078E13915,Mark,WELH - Wells Hatchery,8/29/2024,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/29/2024,8/29/2024,1
