tag,event_type,event_site,event_date,event_release_site,event_release_date,mark_date,cth_count
3DD.003D937A6C,Mark,WELH - Wells Hatchery,9/10/2020,"LOUPLC - Loup Loup Creek, Okanogan River Basin",9/10/2020,9/10/2020,1
3DD.003D937A6D,Mark,WELH - Wells Hatchery,9/3/2020,OMAKC - Omak Creek (tributary to Okanogan River),9/3/2020,9/3/2020,1
3DD.003D937A6E,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937A6F,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A70,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A71,Mark,WELH - Wells Hatchery,9/10/2020,"LOUPLC - Loup Loup Creek, Okanogan River Basin",9/10/2020,9/10/2020,1
3DD.003D937A72,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A73,Mark,WELH - Wells Hatchery,9/3/2020,OMAKC - Omak Creek (tributary to Okanogan River),9/3/2020,9/3/2020,1
3DD.003D937A74,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937A75,Mark,WELH - Wells Hatchery,9/3/2020,OMAKC - Omak Creek (tributary to Okanogan River),9/3/2020,9/3/2020,1
3DD.003D937A76,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A77,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A78,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A79,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A7A,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A7B,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A7C,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937A7D,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A7E,Mark,WELH - Wells Hatchery,9/10/2020,"LOUPLC - Loup Loup Creek, Okanogan River Basin",9/10/2020,9/10/2020,1
3DD.003D937A7F,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A80,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A81,Mark,WELH - Wells Hatchery,9/3/2020,OMAKC - Omak Creek (tributary to Okanogan River),9/3/2020,9/3/2020,1
3DD.003D937A82,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A83,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937A84,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A85,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A86,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937A87,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A88,Mark,WELH - Wells Hatchery,9/10/2020,"LOUPLC - Loup Loup Creek, Okanogan River Basin",9/10/2020,9/10/2020,1
3DD.003D937A89,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A8A,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A8B,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A8C,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A8D,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937A8E,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937A8F,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937A90,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A91,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937A92,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A93,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A94,Mark,WELH - Wells Hatchery,9/3/2020,OMAKC - Omak Creek (tributary to Okanogan River),9/3/2020,9/3/2020,1
3DD.003D937A95,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A96,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A97,Mark,WELH - Wells Hatchery,9/10/2020,"LOUPLC - Loup Loup Creek, Okanogan River Basin",9/10/2020,9/10/2020,1
3DD.003D937A98,Mark,WELH - Wells Hatchery,9/10/2020,"LOUPLC - Loup Loup Creek, Okanogan River Basin",9/10/2020,9/10/2020,1
3DD.003D937A99,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A9A,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A9B,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A9C,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A9D,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937A9E,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937A9F,Mark,WELH - Wells Hatchery,9/3/2020,OMAKC - Omak Creek (tributary to Okanogan River),9/3/2020,9/3/2020,1
3DD.003D937AA0,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937AA1,Mark,WELH - Wells Hatchery,9/10/2020,"LOUPLC - Loup Loup Creek, Okanogan River Basin",9/10/2020,9/10/2020,1
3DD.003D937AA2,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937AA3,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937AA4,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937AA5,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937AA6,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937AA7,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937AA8,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937AA9,Mark,WELH - Wells Hatchery,9/3/2020,OMAKC - Omak Creek (tributary to Okanogan River),9/3/2020,9/3/2020,1
3DD.003D937AAA,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937AAB,Mark,WELH - Wells Hatchery,9/10/2020,"LOUPLC - Loup Loup Creek, Okanogan River Basin",9/10/2020,9/10/2020,1
3DD.003D937AAC,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937AAD,Mark,WELH - Wells Hatchery,9/3/2020,OMAKC - Omak Creek (tributary to Okanogan River),9/3/2020,9/3/2020,1
3DD.003D937AAE,Mark,WELH - Wells Hatchery,8/27/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/27/2020,8/27/2020,1
3DD.003D937AAF,Mark,WELH - Wells Hatchery,9/3/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/3/2020,9/3/2020,1
3DD.003D937AB0,Mark,WELH - Wells Hatchery,9/10/2020,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,9/10/2020,9/10/2020,1
3DD.003D937C41,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C42,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C43,Mark,WELH - Wells Hatchery,8/3/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/3/2023,8/3/2023,1
3DD.003D937C44,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C45,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C46,Mark,WELH - Wells Hatchery,8/3/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/3/2023,8/3/2023,1
3DD.003D937C47,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C48,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C49,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C4A,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C4B,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C4C,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C4E,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C4F,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C50,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C51,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C52,Mark,WELH - Wells Hatchery,8/3/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/3/2023,8/3/2023,1
3DD.003D937C53,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C54,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C56,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C57,Mark,WELH - Wells Hatchery,8/3/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/3/2023,8/3/2023,1
3DD.003D937C58,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C59,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C5A,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C5B,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C5C,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C5D,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C5E,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C5F,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C61,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C62,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C63,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C64,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C66,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C68,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C69,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C6A,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C6B,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C6C,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C6D,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C6E,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C6F,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C70,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C71,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C72,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C73,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C74,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C75,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C76,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C77,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C78,Mark,WELH - Wells Hatchery,8/3/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/3/2023,8/3/2023,1
3DD.003D937C79,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C7A,Mark,WELH - Wells Hatchery,8/3/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/3/2023,8/3/2023,1
3DD.003D937C7B,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C7C,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C7E,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C7F,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C80,Mark,WELH - Wells Hatchery,8/3/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/3/2023,8/3/2023,1
3DD.003D937C81,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C82,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C83,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C84,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C85,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C86,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C87,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C88,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C89,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C8A,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C8B,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C8C,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C8D,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C8E,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C8F,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C90,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C91,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C92,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C93,Mark,WELH - Wells Hatchery,8/3/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/3/2023,8/3/2023,1
3DD.003D937C94,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C95,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C96,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C99,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C9A,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C9B,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C9C,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937C9D,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C9E,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937C9F,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937CA0,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937CA1,Mark,WELH - Wells Hatchery,8/10/2023,SIMILR - Similkameen River,8/10/2023,8/10/2023,1
3DD.003D937CA2,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937CA4,Mark,WELH - Wells Hatchery,8/10/2023,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/10/2023,8/10/2023,1
3DD.003D937CA5,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CA6,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CA7,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CA8,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CA9,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CAA,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CAB,Mark,WELH - Wells Hatchery,8/12/2021,SALMOC - Salmon Creek (tributary to Okanogan River),8/12/2021,8/12/2021,1
3DD.003D937CAD,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CAE,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CAF,Mark,WELH - Wells Hatchery,8/12/2021,SALMOC - Salmon Creek (tributary to Okanogan River),8/12/2021,8/12/2021,1
3DD.003D937CB0,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CB1,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CB2,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CB3,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CB4,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CB5,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CB6,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
3DD.003D937CB7,Mark,WELH - Wells Hatchery,8/5/2021,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,8/5/2021,8/5/2021,1
