tag,mark_file,mark_data_project,mark_site,mark_date,release_site,release_date,species_code,species_name,run_code,run_name,rear_type_code,rear_type_name,radio_tag,mark_count
3DD.0078E12C68,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/23/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/24/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,5,1
3DD.0078E12C69,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,10,1
3DD.0078E12C6A,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,8/6/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/7/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,49,1
3DD.0078E12C6B,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,30,1
3DD.0078E12C6C,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,NA,1
3DD.0078E12C6D,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,8/6/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/7/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,35,1
3DD.0078E12C6E,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,NA,1
3DD.0078E12C71,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,NA,1
3DD.0078E12C72,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/23/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/24/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,29,1
3DD.0078E12C73,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,NA,1
3DD.0078E12C74,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,8/6/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/7/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,99,1
3DD.0078E12C75,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,NA,1
3DD.0078E12C77,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/23/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/24/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,1,1
3DD.0078E12C79,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/23/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/24/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,27,1
3DD.0078E12C7C,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/23/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/24/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,18,1
3DD.0078E12C7D,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,NA,1
3DD.0078E12C7E,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/23/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/24/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,9,1
3DD.0078E12C80,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/23/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/24/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,26,1
3DD.0078E12C81,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,NA,1
3DD.0078E12C82,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,7,1
3DD.0078E12C84,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,92,1
3DD.0078E12C85,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,48,1
3DD.0078E12C88,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,NA,1
3DD.0078E12C8A,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/23/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/24/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,14,1
3DD.0078E12C8B,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,NA,1
3DD.0078E12C8C,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,89,1
3DD.0078E12C8D,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/30/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/31/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,NA,1
3DD.0078E12C8E,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,8/6/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",8/7/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,31,1
3DD.0078E12C8F,AJG-2026-204-001.json,AJG - Andrew Gingerich Douglas County PUD projects,WELH - Wells Hatchery,7/23/2026,"COLR7 - Columbia River - Lower Crab Creek to Chelan Falls, WA (km 661-809)",7/24/2026,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,17,1
