tag,mark_file,site,first_time,last_time,first_antenna_group,last_antenna_group,release_date,species_code,species_name,run_code,run_name,rear_type_code,rear_type_name,release_site,count
3DD.003D937CCF,AJG-2021-203-001.xml,CRW - Chewuch River above Winthrop,8/13/2021 8:58:16 PM,8/13/2021 8:59:45 PM,DOWNSTREAM ARRAY,UPSTREAM ARRAY,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CCF,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/10/2021 2:23:48 AM,8/10/2021 2:23:48 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD0,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/10/2021 3:11:16 AM,8/10/2021 3:11:16 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD2,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 8:42:56 PM,8/6/2021 8:42:56 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD2,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 12:24:35 AM,8/11/2021 12:24:35 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD4,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 9:53:36 PM,8/11/2021 9:53:36 PM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD5,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 10:00:59 PM,8/6/2021 10:00:59 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD5,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 8:30:00 PM,8/11/2021 8:30:00 PM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD5,AJG-2021-203-001.xml,MRW - Methow River at Winthrop,8/16/2021 10:07:35 PM,5/22/2022 2:11:11 AM,DOWNSTREAM ARRAY,DOWNSTREAM ARRAY,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD6,AJG-2021-203-001.xml,CRW - Chewuch River above Winthrop,8/16/2021 9:10:41 PM,6/27/2022 1:49:11 AM,DOWNSTREAM ARRAY,UPSTREAM ARRAY,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD6,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 9:35:20 PM,8/6/2021 9:35:20 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD6,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 9:12:41 PM,8/11/2021 9:12:41 PM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD8,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 10:41:30 PM,8/6/2021 10:41:30 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD9,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 11:20:39 PM,8/6/2021 11:20:39 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CD9,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 1:59:04 AM,8/11/2021 1:59:04 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CDA,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/7/2021 1:05:29 AM,8/7/2021 1:05:29 AM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CDA,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/12/2021 8:38:51 PM,5/31/2022 1:34:25 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CDC,AJG-2021-203-001.xml,MRC - Methow River at Carlton,3/26/2022 9:00:32 PM,3/26/2022 9:01:34 PM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CDD,AJG-2021-203-001.xml,OKL - Lower Okanogan Instream Array,5/28/2022 3:27:57 PM,5/28/2022 3:28:25 PM,Downstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CDE,AJG-2021-203-001.xml,SAD - Salmon Creek Above OID Div.,7/12/2022 8:47:58 AM,7/12/2022 8:47:58 AM,Single Array,Single Array,8/12/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,SALMOC - Salmon Creek (tributary to Okanogan River),1
3DD.003D937CDF,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 11:47:18 PM,8/6/2021 11:47:18 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CE1,AJG-2021-203-001.xml,OKL - Lower Okanogan Instream Array,7/8/2022 1:29:37 AM,7/8/2022 1:29:37 AM,Downstream Array,Downstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CE3,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/7/2021 12:16:22 AM,8/7/2021 12:16:22 AM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CE3,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 11:46:07 PM,8/11/2021 11:46:07 PM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CE4,AJG-2021-203-001.xml,OKL - Lower Okanogan Instream Array,11/23/2021 12:29:12 AM,11/23/2021 1:06:22 AM,Downstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CE5,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 3:35:20 AM,8/6/2021 3:35:36 AM,Downstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CE5,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/9/2021 11:35:15 PM,8/9/2021 11:35:15 PM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CE6,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 3:10:51 AM,8/11/2021 3:10:51 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CE8,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 9:40:37 PM,8/11/2021 9:40:38 PM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CEB,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 10:00:36 PM,8/6/2021 10:00:36 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CEC,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 10:38:30 PM,8/6/2021 10:38:30 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CED,AJG-2021-203-001.xml,CRW - Chewuch River above Winthrop,8/15/2021 8:08:52 PM,8/15/2021 8:10:29 PM,DOWNSTREAM ARRAY,UPSTREAM ARRAY,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CED,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 2:45:28 AM,8/11/2021 2:45:28 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CEF,AJG-2021-203-001.xml,CMU - Chewuch River Middle Upper,6/10/2022 11:28:41 PM,6/28/2022 10:06:39 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CEF,AJG-2021-203-001.xml,CRW - Chewuch River above Winthrop,8/14/2021 10:05:33 PM,7/3/2022 9:23:53 AM,DOWNSTREAM ARRAY,DOWNSTREAM ARRAY,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CEF,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 10:55:53 PM,8/6/2021 10:55:53 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CEF,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 2:58:51 AM,8/11/2021 2:58:51 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CF1,AJG-2021-203-001.xml,SAD - Salmon Creek Above OID Div.,7/7/2022 12:36:57 AM,7/7/2022 12:36:57 AM,Single Array,Single Array,8/12/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,SALMOC - Salmon Creek (tributary to Okanogan River),1
3DD.003D937CF2,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/11/2021 12:45:20 AM,8/11/2021 12:45:20 AM,Downstream Array,Downstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CF2,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/16/2021 12:12:34 AM,8/16/2021 12:12:34 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CF3,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 10:38:17 PM,8/6/2021 10:38:17 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CF3,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/10/2021 11:09:50 PM,8/10/2021 11:09:50 PM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CF4,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/10/2021 10:03:20 PM,8/10/2021 10:03:20 PM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CFA,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 11:30:29 PM,8/6/2021 11:30:29 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CFA,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/12/2021 9:10:14 PM,7/14/2022 6:53:43 PM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CFC,AJG-2021-203-001.xml,CRW - Chewuch River above Winthrop,8/15/2021 8:46:20 PM,8/15/2021 8:48:00 PM,DOWNSTREAM ARRAY,UPSTREAM ARRAY,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CFC,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 10:06:15 PM,8/6/2021 10:06:23 PM,Downstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CFC,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 3:22:59 AM,8/11/2021 3:22:59 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CFD,AJG-2021-203-001.xml,ENA - Upper Entiat River at rkm 17.1,8/11/2021 11:34:47 PM,8/11/2021 11:35:00 PM,DOWNSTREAM ANTENNA ARRAY,UPSTREAM ANTENNA ARRAY,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CFD,AJG-2021-203-001.xml,ENL - Lower Entiat River,8/9/2021 12:59:39 AM,8/9/2021 1:00:10 AM,Downstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CFE,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 2:35:41 AM,8/11/2021 2:35:41 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CFF,AJG-2021-203-001.xml,RRF - Rocky Reach Fishway,9/2/2021 12:57:05 AM,9/2/2021 12:59:55 AM,Lower Weir,Trap,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937CFF,AJG-2021-203-001.xml,WEH - Wells Dam Hatchery,6/8/2022 1:16:06 AM,7/12/2022 11:06:25 PM,Volunteer Channel,Volunteer Channel,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937D02,AJG-2021-203-001.xml,SA0 - Salmon Creek below OID Div.,7/15/2022 6:11:26 AM,7/15/2022 6:12:32 AM,Upstream Array,Downstream Array,8/12/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,SALMOC - Salmon Creek (tributary to Okanogan River),1
3DD.003D937D03,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,8/6/2021 10:05:51 PM,5/2/2023 11:15:23 AM,Upstream Array,Downstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937D03,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/11/2021 3:06:43 AM,8/11/2021 3:06:43 AM,Single Array,Single Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937D04,AJG-2021-203-001.xml,OKL - Lower Okanogan Instream Array,7/13/2022 7:36:57 PM,7/13/2022 7:36:57 PM,Upstream Array,Upstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D937D05,AJG-2021-203-001.xml,OKL - Lower Okanogan Instream Array,8/8/2021 1:55:36 AM,8/8/2021 1:55:36 AM,Downstream Array,Downstream Array,8/5/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E5A,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,7/24/2021 12:52:20 AM,7/24/2021 12:52:20 AM,Upstream Array,Upstream Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E5A,AJG-2021-203-001.xml,MRC - Methow River at Carlton,7/29/2021 10:04:16 PM,7/29/2021 10:04:16 PM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E5B,AJG-2021-203-001.xml,MRC - Methow River at Carlton,7/31/2021 10:49:28 PM,7/19/2022 4:37:05 PM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E5C,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/13/2021 10:23:53 PM,4/23/2022 11:08:46 PM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E5D,AJG-2021-203-001.xml,CRU - Upper Chewuch Instream Array,5/1/2022 10:08:34 PM,5/1/2022 10:08:45 PM,Upstream Array,Downstream Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E5D,AJG-2021-203-001.xml,CRW - Chewuch River above Winthrop,8/11/2021 9:18:13 PM,8/11/2021 9:19:56 PM,DOWNSTREAM ARRAY,UPSTREAM ARRAY,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E5D,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,7/28/2021 11:11:16 PM,7/28/2021 11:11:16 PM,Upstream Array,Upstream Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E5D,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/3/2021 12:38:54 AM,8/3/2021 12:38:54 AM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E63,AJG-2021-203-001.xml,CML - Chewuch River Middle Lower,6/30/2022 4:04:15 PM,6/30/2022 4:04:15 PM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E63,AJG-2021-203-001.xml,CRU - Upper Chewuch Instream Array,6/19/2022 9:37:05 PM,6/19/2022 9:37:05 PM,Upstream Array,Upstream Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E63,AJG-2021-203-001.xml,CRW - Chewuch River above Winthrop,8/3/2021 12:21:59 AM,6/30/2022 8:38:48 PM,DOWNSTREAM ARRAY,UPSTREAM ARRAY,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E63,AJG-2021-203-001.xml,MRC - Methow River at Carlton,7/30/2021 8:23:55 PM,7/30/2021 8:23:55 PM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E6A,AJG-2021-203-001.xml,CML - Chewuch River Middle Lower,7/16/2022 6:13:51 PM,7/16/2022 6:13:51 PM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E6A,AJG-2021-203-001.xml,CMU - Chewuch River Middle Upper,7/16/2022 1:37:32 PM,7/16/2022 1:37:32 PM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E6A,AJG-2021-203-001.xml,CRU - Upper Chewuch Instream Array,6/30/2022 1:46:57 PM,7/5/2022 7:01:08 PM,Upstream Array,Upstream Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E6A,AJG-2021-203-001.xml,CRW - Chewuch River above Winthrop,8/5/2021 2:07:30 AM,8/5/2021 2:08:46 AM,DOWNSTREAM ARRAY,UPSTREAM ARRAY,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E6A,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,7/27/2021 9:02:57 PM,7/27/2021 9:02:57 PM,Upstream Array,Upstream Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E6A,AJG-2021-203-001.xml,MRC - Methow River at Carlton,8/1/2021 10:23:45 PM,8/1/2021 10:23:45 PM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E6F,AJG-2021-203-001.xml,CML - Chewuch River Middle Lower,7/5/2022 1:52:14 PM,7/5/2022 1:52:14 PM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E6F,AJG-2021-203-001.xml,CMU - Chewuch River Middle Upper,7/1/2022 10:21:39 PM,7/1/2022 10:21:39 PM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E6F,AJG-2021-203-001.xml,CRW - Chewuch River above Winthrop,8/4/2021 9:19:41 PM,7/8/2022 11:18:49 PM,DOWNSTREAM ARRAY,DOWNSTREAM ARRAY,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E6F,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,7/12/2022 8:57:34 AM,7/12/2022 8:57:34 AM,Upstream Array,Upstream Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E6F,AJG-2021-203-001.xml,MRC - Methow River at Carlton,7/31/2021 10:47:49 PM,7/10/2022 6:53:09 AM,Single Array,Single Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E76,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,7/23/2021 10:55:51 PM,7/23/2021 10:55:51 PM,Upstream Array,Upstream Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E78,AJG-2021-203-001.xml,"WEA - Wells Dam, DCPUD Adult Ladders",11/25/2021 4:05:58 AM,11/27/2021 1:07:36 AM,Left Ladder Pool 19,Left Ladder Pool 19,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
3DD.003D980E7D,AJG-2021-203-001.xml,LMR - Lower Methow River at Pateros,7/23/2021 10:55:14 PM,7/23/2021 10:55:22 PM,Downstream Array,Upstream Array,7/22/2021,A,Pacific Lamprey,0,N/A,W,Wild Fish or Natural Production,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,1
