tag_code,release_site,release_date,release_year,release_lat,release_lon
3DD.003E215DD9,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DDA,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DDB,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DDC,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DDD,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DDE,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DDF,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DE0,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DE1,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DE2,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DE3,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DE4,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DE5,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DE6,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DE7,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DE8,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DE9,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DEA,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DEB,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DEC,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DED,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DEE,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DEF,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DF0,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DF1,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DF3,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DF4,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DF5,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DF6,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DF7,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DF8,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DF9,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DFA,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DFB,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DFC,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DFD,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DFE,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215DFF,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E00,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E01,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E02,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E03,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E04,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E05,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E06,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E07,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E08,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E09,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E0A,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E0B,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E0C,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E0D,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E72,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E73,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E74,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E75,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E76,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E77,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E78,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E79,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E7A,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E7B,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E7C,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E7D,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E7E,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E7F,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E80,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E81,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E82,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E83,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E84,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E85,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E86,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E87,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E88,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E89,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E8A,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E8B,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E8C,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E8D,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E8E,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E8F,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E90,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E91,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E92,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E93,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E94,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E95,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E96,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E97,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E98,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E99,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E9A,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E9B,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215E9C,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215E9D,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E9E,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215E9F,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EA0,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215EA1,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EA2,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EA3,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EA4,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EA5,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EA6,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EA7,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EA8,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EA9,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EAA,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EAB,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EAC,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EAD,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215EAE,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EAF,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EB0,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EB1,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215EB2,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EB3,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EB4,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EB5,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EB6,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EB7,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EB8,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EB9,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EBA,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EBB,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EBC,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EBD,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EBE,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215EBF,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EC0,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EC1,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215EC2,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E215EC3,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EC4,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EC5,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215EC6,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EC7,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EC8,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215EC9,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215ECA,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215ECB,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215ECC,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215ECD,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215ECE,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215ECF,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215ED0,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215ED1,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215ED2,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215ED3,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215ED4,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215F9E,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215F9F,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FA0,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FA1,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FA2,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FA3,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FA4,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FA5,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FA6,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FA7,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FA8,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FA9,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FAA,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FAB,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FAC,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FAD,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FAE,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FAF,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FB0,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FB2,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FB3,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FB4,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FB5,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FB6,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FB7,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FB8,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FB9,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FBA,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FBB,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FBC,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FBD,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FBE,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FBF,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FC0,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FC1,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FC2,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FC3,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FC4,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FC5,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FC6,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FC7,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FC8,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FC9,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FCA,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FCB,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FCC,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FCD,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FCE,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FCF,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FD0,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FD1,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FD2,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FD3,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FD4,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FD5,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FD6,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FD7,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FD8,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FD9,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FDA,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FDB,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FDC,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FDD,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FDE,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FDF,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FE0,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FE1,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FE2,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FE3,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FE4,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FE5,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FE6,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FE7,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FE8,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FE9,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FEA,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FEB,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FEC,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FED,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FEE,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FEF,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FF0,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FF1,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FF2,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FF3,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FF4,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FF5,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FF6,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FF7,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FF8,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FF9,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FFA,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FFB,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E215FFC,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FFD,Rocky Reach Forebay,8/12/2022,2022,47.542169,-120.293332
3DD.003E215FFE,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E215FFF,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E216000,Daroga State Park,8/12/2022,2022,47.711251,-120.208455
3DD.003E216001,Rocky Reach Forebay,8/5/2022,2022,47.542169,-120.293332
3DD.003E21612E,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E21612F,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E216130,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216132,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216133,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216134,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216136,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E216138,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E21613A,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21613B,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E21613D,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E21613E,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E216141,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216142,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216143,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216145,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216146,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E216147,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21614A,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21614D,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21614E,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216150,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216151,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216152,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E216153,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216154,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216155,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216156,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216157,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216159,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21615A,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21615B,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21615C,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21615E,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E216162,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216163,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216167,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216169,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21616A,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21616B,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E21616C,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E21616D,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21616F,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216170,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216171,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E216172,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E216173,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216175,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216176,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216177,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216178,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E21617B,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21617F,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216180,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E216181,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216183,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216184,Daroga State Park,8/19/2022,2022,47.711251,-120.208455
3DD.003E216186,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216188,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216189,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21618C,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21618E,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E21618F,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E216191,Rocky Reach Forebay,8/19/2022,2022,47.542169,-120.293332
3DD.003E45CD2D,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD2E,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD2F,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD30,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD31,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD32,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD33,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD34,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD35,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD36,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD37,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD38,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD39,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD3A,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD3B,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003E45CD3C,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
