tag_code,release_site,release_date,release_year,release_lat,release_lon
3DD.003D937951,Loup Loup Creek,9/9/2021,2021,48.375647,-119.763312
3DD.003D937952,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937953,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937954,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937955,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937956,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937957,Loup Loup Creek,9/9/2021,2021,48.375647,-119.763312
3DD.003D937958,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937959,Loup Loup Creek,9/9/2021,2021,48.375647,-119.763312
3DD.003D93795A,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93795B,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93795C,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93795D,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93795E,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93795F,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937960,Starr Boat Launch,9/2/2021,2021,47.983552,-119.887492
3DD.003D937961,Loup Loup Creek,9/9/2021,2021,48.375647,-119.763312
3DD.003D937962,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937963,Starr Boat Launch,9/2/2021,2021,47.983552,-119.887492
3DD.003D937964,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937965,Starr Boat Launch,9/2/2021,2021,47.983552,-119.887492
3DD.003D937966,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937967,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937968,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937969,Loup Loup Creek,9/9/2021,2021,48.375647,-119.763312
3DD.003D93796A,Starr Boat Launch,9/2/2021,2021,47.983552,-119.887492
3DD.003D93796B,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93796C,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93796D,Loup Loup Creek,9/9/2021,2021,48.375647,-119.763312
3DD.003D93796E,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93796F,Loup Loup Creek,9/9/2021,2021,48.375647,-119.763312
3DD.003D937970,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937971,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937972,Starr Boat Launch,9/2/2021,2021,47.983552,-119.887492
3DD.003D937973,Loup Loup Creek,9/9/2021,2021,48.375647,-119.763312
3DD.003D937974,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937975,Starr Boat Launch,9/2/2021,2021,47.983552,-119.887492
3DD.003D937976,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937977,Starr Boat Launch,9/2/2021,2021,47.983552,-119.887492
3DD.003D937978,Starr Boat Launch,9/2/2021,2021,47.983552,-119.887492
3DD.003D937979,Starr Boat Launch,9/2/2021,2021,47.983552,-119.887492
3DD.003D93797A,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93797B,Loup Loup Creek,9/9/2021,2021,48.375647,-119.763312
3DD.003D93797C,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93797D,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93797E,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D93797F,Starr Boat Launch,9/2/2021,2021,47.983552,-119.887492
3DD.003D937980,Starr Boat Launch,9/2/2021,2021,47.983552,-119.887492
3DD.003D937981,Loup Loup Creek,9/9/2021,2021,48.375647,-119.763312
3DD.003D937982,Starr Boat Launch,8/26/2021,2021,47.983552,-119.887492
3DD.003D937A4D,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A4E,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A4F,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A50,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A51,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A52,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A53,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A54,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A55,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A56,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A58,Omak Creek,9/3/2020,2020,48.353831,-119.288554
3DD.003D937A59,Omak Creek,9/3/2020,2020,48.353831,-119.288554
3DD.003D937A5A,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A5C,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A5D,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A5E,Loup Loup Creek,9/10/2020,2020,48.375647,-119.763312
3DD.003D937A5F,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A60,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A61,Loup Loup Creek,9/10/2020,2020,48.375647,-119.763312
3DD.003D937A62,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A63,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A64,Loup Loup Creek,9/10/2020,2020,48.375647,-119.763312
3DD.003D937A65,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A66,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A67,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A68,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A69,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A6A,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A6B,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A6C,Loup Loup Creek,9/10/2020,2020,48.375647,-119.763312
3DD.003D937A6D,Omak Creek,9/3/2020,2020,48.353831,-119.288554
3DD.003D937A6E,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A6F,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A70,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A71,Loup Loup Creek,9/10/2020,2020,48.375647,-119.763312
3DD.003D937A72,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A73,Omak Creek,9/3/2020,2020,48.353831,-119.288554
3DD.003D937A74,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A75,Omak Creek,9/3/2020,2020,48.353831,-119.288554
3DD.003D937A76,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A77,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A78,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A79,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A7A,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A7B,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A7C,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A7D,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A7E,Loup Loup Creek,9/10/2020,2020,48.375647,-119.763312
3DD.003D937A7F,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A80,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A81,Omak Creek,9/3/2020,2020,48.353831,-119.288554
3DD.003D937A82,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A83,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A84,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A85,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A86,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A87,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A88,Loup Loup Creek,9/10/2020,2020,48.375647,-119.763312
3DD.003D937A89,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A8A,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A8B,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A8C,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A8D,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A8E,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A8F,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A90,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A91,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937A92,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A93,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A94,Omak Creek,9/3/2020,2020,48.353831,-119.288554
3DD.003D937A95,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A96,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A97,Loup Loup Creek,9/10/2020,2020,48.375647,-119.763312
3DD.003D937A98,Loup Loup Creek,9/10/2020,2020,48.375647,-119.763312
3DD.003D937A99,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A9A,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A9B,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A9C,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A9D,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937A9E,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937A9F,Omak Creek,9/3/2020,2020,48.353831,-119.288554
3DD.003D937AA0,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937AA1,Loup Loup Creek,9/10/2020,2020,48.375647,-119.763312
3DD.003D937AA2,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937AA3,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937AA4,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937AA5,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937AA6,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937AA7,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937AA8,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937AA9,Omak Creek,9/3/2020,2020,48.353831,-119.288554
3DD.003D937AAA,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937AAB,Loup Loup Creek,9/10/2020,2020,48.375647,-119.763312
3DD.003D937AAC,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937AAD,Omak Creek,9/3/2020,2020,48.353831,-119.288554
3DD.003D937AAE,Starr Boat Launch,8/27/2020,2020,47.983552,-119.887492
3DD.003D937AAF,Starr Boat Launch,9/3/2020,2020,47.983552,-119.887492
3DD.003D937AB0,Starr Boat Launch,9/10/2020,2020,47.983552,-119.887492
3DD.003D937C41,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C42,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C43,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003D937C44,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C45,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C46,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003D937C47,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C48,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C49,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C4A,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C4B,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C4C,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C4E,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C4F,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C50,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C51,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C52,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003D937C53,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C54,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C56,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C57,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003D937C58,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C59,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C5A,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C5B,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C5C,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C5D,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C5E,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C5F,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C61,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C62,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C63,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C64,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C66,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C68,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C69,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C6A,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C6B,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C6C,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C6D,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C6E,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C6F,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C70,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C71,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C72,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C73,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C74,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C75,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C76,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C77,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C78,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003D937C79,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C7A,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003D937C7B,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C7C,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C7E,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C7F,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C80,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003D937C81,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C82,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C83,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C84,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C85,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C86,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C87,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C88,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C89,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C8A,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C8B,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C8C,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C8D,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C8E,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C8F,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C90,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C91,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C92,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C93,Starr Boat Launch,8/3/2023,2023,47.983552,-119.887492
3DD.003D937C94,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C95,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C96,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C99,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C9A,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C9B,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C9C,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937C9D,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C9E,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937C9F,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937CA0,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937CA1,Similkameen River,8/10/2023,2023,48.98607,-119.613005
3DD.003D937CA2,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937CA4,Starr Boat Launch,8/10/2023,2023,47.983552,-119.887492
3DD.003D937CA5,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CA6,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CA7,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CA8,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CA9,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CAA,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CAB,Salmon Creek,8/12/2021,2021,48.446022,-119.666279
3DD.003D937CAD,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CAE,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CAF,Salmon Creek,8/12/2021,2021,48.446022,-119.666279
3DD.003D937CB0,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CB1,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CB2,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CB3,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CB4,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CB5,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CB6,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CB7,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CB8,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CB9,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CBA,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CBB,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CBC,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CBD,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CBE,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CBF,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CC0,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CC1,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CC2,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CC3,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CC4,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CC5,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CC6,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CC7,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CC8,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CC9,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CCA,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CCB,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CCC,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CCD,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CCE,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CCF,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CD0,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CD1,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CD2,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CD3,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CD4,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CD5,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CD6,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CD7,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CD8,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CD9,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CDA,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CDB,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CDC,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CDD,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CDE,Salmon Creek,8/12/2021,2021,48.446022,-119.666279
3DD.003D937CDF,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CE0,Salmon Creek,8/12/2021,2021,48.446022,-119.666279
3DD.003D937CE1,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CE2,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CE3,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CE4,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CE5,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CE6,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CE7,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CE8,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CE9,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CEA,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CEB,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CEC,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CED,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CEE,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CEF,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CF0,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CF1,Salmon Creek,8/12/2021,2021,48.446022,-119.666279
3DD.003D937CF2,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CF3,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CF4,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CF5,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CF7,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CF8,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CF9,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CFA,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CFB,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CFC,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CFD,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CFE,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937CFF,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937D00,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937D01,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937D02,Salmon Creek,8/12/2021,2021,48.446022,-119.666279
3DD.003D937D03,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937D04,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937D05,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937D06,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937D07,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D937D08,Starr Boat Launch,8/5/2021,2021,47.983552,-119.887492
3DD.003D980E59,Starr Boat Launch,7/22/2021,2021,47.983552,-119.887492
3DD.003D980E5A,Starr Boat Launch,7/22/2021,2021,47.983552,-119.887492
3DD.003D980E5B,Starr Boat Launch,7/22/2021,2021,47.983552,-119.887492
3DD.003D980E5C,Starr Boat Launch,7/22/2021,2021,47.983552,-119.887492
