tag,mark_file,mark_data_project,mark_site,mark_date,release_site,release_date,species_code,species_name,comment,length,mark_count
3D9.1A4FD29FBC,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",119,1
3D9.1A4FD29FBD,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",117,1
3D9.1A4FD29FBE,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",129,1
3D9.1A4FD29FBF,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",110,1
3D9.1A4FD29FC0,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/24/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/24/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",107,1
3D9.1A4FD29FC1,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",99,1
3D9.1A4FD29FC2,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",122,1
3D9.1A4FD29FC3,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",130,1
3D9.1A4FD29FC4,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",120,1
3D9.1A4FD29FC5,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",95,1
3D9.1A4FD29FC6,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",94,1
3D9.1A4FD29FC7,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",132,1
3D9.1A4FD29FC8,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/26/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/26/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",129,1
3D9.1A4FD29FC9,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",132,1
3D9.1A4FD29FCA,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",134,1
3D9.1A4FD29FCB,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",119,1
3D9.1A4FD29FCC,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",130,1
3D9.1A4FD29FCD,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",123,1
3D9.1A4FD29FCE,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",131,1
3D9.1A4FD29FCF,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",120,1
3D9.1A4FD29FD0,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/28/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",125,1
3D9.1A4FD29FD1,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",133,1
3D9.1A4FD29FD2,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",131,1
3D9.1A4FD29FD3,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",125,1
3D9.1A4FD29FD4,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",123,1
3D9.1A4FD29FD5,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",134,1
3D9.1A4FD29FD6,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",133,1
3D9.1A4FD29FD7,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",125,1
3D9.1A4FD29FD8,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",132,1
3D9.1A4FD29FD9,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/28/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",132,1
3D9.1A4FD29FDA,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",127,1
3D9.1A4FD29FDB,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",130,1
3D9.1A4FD29FDC,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",127,1
3D9.1A4FD29FDD,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",131,1
3D9.1A4FD29FDE,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",133,1
3D9.1A4FD29FDF,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",121,1
3D9.1A4FD29FE0,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",132,1
3D9.1A4FD29FE1,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",128,1
3D9.1A4FD29FE2,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",117,1
3D9.1A4FD29FE3,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",126,1
3D9.1A4FD29FE4,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",127,1
3D9.1A4FD29FE5,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",131,1
3D9.1A4FD29FE6,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",118,1
3D9.1A4FD29FE7,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",132,1
3D9.1A4FD29FE8,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/28/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",140,1
3D9.1A4FD29FE9,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",122,1
3D9.1A4FD29FEA,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",127,1
3D9.1A4FD29FEB,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",142,1
3D9.1A4FD29FEC,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/26/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/26/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",127,1
3D9.1A4FD29FED,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",128,1
3D9.1A4FD29FEE,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",125,1
3D9.1A4FD29FEF,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",132,1
3D9.1A4FD29FF0,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",124,1
3D9.1A4FD29FF1,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",131,1
3D9.1A4FD29FF2,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",125,1
3D9.1A4FD29FF3,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",129,1
3D9.1A4FD29FF4,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",127,1
3D9.1A4FD29FF5,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",108,1
3D9.1A4FD29FF6,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",115,1
3D9.1A4FD29FF7,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/26/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/26/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",133,1
3D9.1A4FD29FF8,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",130,1
3D9.1A4FD29FF9,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",130,1
3D9.1A4FD29FFA,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",95,1
3D9.1A4FD29FFB,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",136,1
3D9.1A4FD29FFC,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/26/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/26/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",125,1
3D9.1A4FD29FFD,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",123,1
3D9.1A4FD29FFE,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",130,1
3D9.1A4FD29FFF,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",120,1
3D9.1A4FD2A000,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",128,1
3D9.1A4FD2A001,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",129,1
3D9.1A4FD2A002,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",128,1
3D9.1A4FD2A003,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",100,1
3D9.1A4FD2A004,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",127,1
3D9.1A4FD2A005,CGS-2025-064-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",121,1
