tag,mark_file,mark_data_project,mark_site,mark_date,release_site,release_date,species_code,species_name,comment,length,mark_count
3D9.1A4FA12EBF,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",129,1
3D9.1A4FA12EC0,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/11/2023,METHR - Methow River,4/13/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",114,1
3D9.1A4FA12EC1,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",128,1
3D9.1A4FA12EC2,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/19/2023,METHR - Methow River,4/19/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",121,1
3D9.1A4FA12EC3,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/4/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/4/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",122,1
3D9.1A4FA12EC4,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",131,1
3D9.1A4FA12EC5,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",132,1
3D9.1A4FA12EC7,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",128,1
3D9.1A4FA12EC9,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/13/2023,METHR - Methow River,4/13/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",130,1
3D9.1A4FA12ECA,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",129,1
3D9.1A4FA12ECB,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",131,1
3D9.1A4FA12ECC,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/10/2023,METHR - Methow River,4/13/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",131,1
3D9.1A4FA12ECD,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/15/2023,METHR - Methow River,4/16/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",136,1
3D9.1A4FA12ECE,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",130,1
3D9.1A4FA12ECF,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",128,1
3D9.1A4FA12ED0,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/3/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/3/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",130,1
3D9.1A4FA12ED1,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",128,1
3D9.1A4FA12ED2,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",129,1
3D9.1A4FA12ED3,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/15/2023,METHR - Methow River,4/16/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",128,1
3D9.1A4FA12ED4,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",125,1
3D9.1A4FA12ED5,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",133,1
3D9.1A4FA12ED6,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",130,1
3D9.1A4FA12ED7,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",119,1
3D9.1A4FA12ED9,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/28/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/29/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",128,1
3D9.1A4FA12EDA,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",134,1
3D9.1A4FA12EDB,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",127,1
3D9.1A4FA12EDC,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",129,1
3D9.1A4FA12EDD,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",130,1
3D9.1A4FA12EDE,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/11/2023,METHR - Methow River,4/13/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",125,1
3D9.1A4FA12EDF,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/5/2023,METHR - Methow River,4/6/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",108,1
3D9.1A4FA12EE0,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/11/2023,METHR - Methow River,4/13/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",127,1
3D9.1A4FA12EE1,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",123,1
3D9.1A4FA12EE2,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/14/2023,METHR - Methow River,4/16/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE, LIKELY SHED TAG PRIOR TO RELEASE?",120,1
3D9.1A4FA12EE3,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/10/2023,METHR - Methow River,4/13/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",134,1
3D9.1A4FA12EE5,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",126,1
3D9.1A4FA12EE6,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/16/2023,METHR - Methow River,4/16/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",123,1
3D9.1A4FA12EE7,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",135,1
3D9.1A4FA12EE8,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",128,1
3D9.1A4FA12EE9,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/4/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",117,1
3D9.1A4FA12EEA,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/16/2023,METHR - Methow River,4/16/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",124,1
3D9.1A4FA12EEB,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",126,1
3D9.1A4FA12EEC,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",124,1
3D9.1A4FA12EED,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",134,1
3D9.1A4FA12EEE,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",136,1
3D9.1A4FA12EEF,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",127,1
3D9.1A4FA12EF0,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2023,METHR - Methow River,4/22/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",122,1
3D9.1A4FA12EF2,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",130,1
3D9.1A4FA12EF3,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/10/2023,METHR - Methow River,4/13/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",137,1
3D9.1A4FA12EF4,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,4/16/2023,METHR - Methow River,4/16/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",122,1
3D9.1A4FA12EF5,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",132,1
3D9.1A4FA12EF6,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",120,1
3D9.1A4FA12EF7,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/30/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/30/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",129,1
3D9.1A4FA12EF8,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",134,1
3D9.1A4FA12EF9,CGS-2022-051-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,A,Pacific Lamprey,"10MM TAG, MACROPHTHALMIA",135,1
3D9.1A4FAAAA87,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/12/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",118,1
3D9.1A4FAAAA88,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/9/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",125,1
3D9.1A4FAAAA89,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/10/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",114,1
3D9.1A4FAAAA8A,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/10/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",100,1
3D9.1A4FAAAA8B,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/5/2023,METHR - Methow River,6/7/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",100,1
3D9.1A4FAAAA8E,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/8/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",90,1
3D9.1A4FAAAA8F,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/9/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",127,1
3D9.1A4FAAAA90,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/12/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",115,1
3D9.1A4FAAAA91,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/11/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",105,1
3D9.1A4FAAAA92,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/8/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",94,1
3D9.1A4FAAAA93,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/11/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",101,1
3D9.1A4FAAAA95,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/5/2023,METHR - Methow River,6/7/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",118,1
3D9.1A4FAAAA96,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/11/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",112,1
3D9.1A4FAAAA97,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/9/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",105,1
3D9.1A4FAAAA98,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/9/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",126,1
3D9.1A4FAAAA99,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/10/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",105,1
3D9.1A4FAAAA9A,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/5/2023,METHR - Methow River,6/7/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",112,1
3D9.1A4FAAAA9B,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/11/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",97,1
3D9.1A4FAAAA9C,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/9/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",108,1
3D9.1A4FAAAA9D,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/5/2023,METHR - Methow River,6/7/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",108,1
3D9.1A4FAAAA9E,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/8/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",109,1
3D9.1A4FAAAA9F,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/12/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",100,1
3D9.1A4FAAAAA0,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/5/2023,METHR - Methow River,6/7/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",129,1
3D9.1A4FAAAAA1,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/12/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",112,1
3D9.1A4FAAAAA2,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/5/2023,METHR - Methow River,6/7/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",109,1
3D9.1A4FAAAAA3,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/11/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",116,1
3D9.1A4FAAAAA4,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/11/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",99,1
3D9.1A4FAAAAA5,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/9/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",112,1
3D9.1A4FAAAAA6,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/11/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",124,1
3D9.1A4FAAAAA7,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/10/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",106,1
3D9.1A4FAAAAA8,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/11/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",124,1
3D9.1A4FAAAAA9,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/9/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",132,1
3D9.1A4FAAAAAA,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/9/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",112,1
3D9.1A4FAAAAAB,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/8/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",114,1
3D9.1A4FAAAAAD,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/11/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",123,1
3D9.1A4FAAAAAE,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/11/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",103,1
3D9.1A4FAAAAAF,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/5/2023,METHR - Methow River,6/7/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",101,1
3D9.1A4FAAAAB0,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/8/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",107,1
3D9.1A4FAAAAB1,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/12/2023,METHR - Methow River,6/14/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",116,1
3D9.1A4FAAAAB2,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/9/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",106,1
3D9.1A4FAAAAB4,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/10/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",100,1
3D9.1A4FAAAAB5,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/9/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",117,1
3D9.1A4FAAAAB6,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/8/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",99,1
3D9.1A4FAAAAB8,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/9/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",130,1
3D9.1A4FAAAAB9,CGS-2023-084-KAE.xml,CGS - Charles Snow Projects,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,6/10/2023,METHR - Methow River,6/10/2023,A,Pacific Lamprey,"10MM TAG, AMMOCOETE",111,1
