tag_code,life_stage,release_site_label,release_site_code,release_site_name,release_date,release_year,release_lat,release_lon,length_mm
3D9.1A4FD26FB2,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,6/10/2024,2024,48.151085,-120.056584,108
3D9.1A4FD26FB3,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,6/18/2024,2024,48.151085,-120.056584,127
3D9.1A4FD26FB4,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,6/10/2024,2024,48.151085,-120.056584,135
3D9.1A4FD29F5E,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,131
3D9.1A4FD29F5F,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,126
3D9.1A4FD29F60,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,104
3D9.1A4FD29F61,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,2025,48.151085,-120.056584,157
3D9.1A4FD29F62,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,2025,48.151085,-120.056584,135
3D9.1A4FD29F64,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,2025,48.151085,-120.056584,121
3D9.1A4FD29F65,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,110
3D9.1A4FD29F66,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/22/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29F67,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,2025,48.151085,-120.056584,143
3D9.1A4FD29F68,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/16/2025,2025,48.151085,-120.056584,120
3D9.1A4FD29F69,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,119
3D9.1A4FD29F6A,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,2025,48.151085,-120.056584,174
3D9.1A4FD29F6B,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29F6C,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/22/2025,2025,48.151085,-120.056584,126
3D9.1A4FD29F6D,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/15/2025,2025,48.151085,-120.056584,123
3D9.1A4FD29F6E,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/10/2025,2025,48.151085,-120.056584,115
3D9.1A4FD29F6F,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,114
3D9.1A4FD29F70,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,90
3D9.1A4FD29F71,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,126
3D9.1A4FD29F72,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,2025,48.151085,-120.056584,138
3D9.1A4FD29F73,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,129
3D9.1A4FD29F74,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,103
3D9.1A4FD29F75,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,131
3D9.1A4FD29F76,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,2025,48.151085,-120.056584,127
3D9.1A4FD29F77,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29F78,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,104
3D9.1A4FD29F79,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,129
3D9.1A4FD29F7A,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/19/2025,2025,48.151085,-120.056584,135
3D9.1A4FD29F7B,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,106
3D9.1A4FD29F7C,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/24/2025,2025,48.151085,-120.056584,115
3D9.1A4FD29F7D,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,124
3D9.1A4FD29F7E,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,2025,48.151085,-120.056584,139
3D9.1A4FD29F7F,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/19/2025,2025,48.151085,-120.056584,136
3D9.1A4FD29F80,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/22/2025,2025,48.151085,-120.056584,127
3D9.1A4FD29F81,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,111
3D9.1A4FD29F82,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/19/2025,2025,48.151085,-120.056584,127
3D9.1A4FD29F83,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/22/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29F84,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/24/2025,2025,48.151085,-120.056584,127
3D9.1A4FD29F85,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,99
3D9.1A4FD29F86,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,88
3D9.1A4FD29F87,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,118
3D9.1A4FD29F88,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/22/2025,2025,48.151085,-120.056584,131
3D9.1A4FD29F89,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/12/2025,2025,48.151085,-120.056584,141
3D9.1A4FD29F8A,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,112
3D9.1A4FD29F8B,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/24/2025,2025,48.151085,-120.056584,127
3D9.1A4FD29F8C,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/10/2025,2025,48.151085,-120.056584,120
3D9.1A4FD29F8D,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,125
3D9.1A4FD29F8E,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,116
3D9.1A4FD29F8F,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,100
3D9.1A4FD29F90,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/19/2025,2025,48.151085,-120.056584,150
3D9.1A4FD29F91,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,108
3D9.1A4FD29F92,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/16/2025,2025,48.151085,-120.056584,128
3D9.1A4FD29F93,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29F94,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/22/2025,2025,48.151085,-120.056584,129
3D9.1A4FD29F95,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,122
3D9.1A4FD29F96,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,127
3D9.1A4FD29F97,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,101
3D9.1A4FD29F98,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/22/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29F99,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/19/2025,2025,48.151085,-120.056584,133
3D9.1A4FD29F9A,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,113
3D9.1A4FD29F9B,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,122
3D9.1A4FD29F9C,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,2025,48.151085,-120.056584,113
3D9.1A4FD29F9D,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/22/2025,2025,48.151085,-120.056584,125
3D9.1A4FD29F9E,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,96
3D9.1A4FD29F9F,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,110
3D9.1A4FD29FA0,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29FA1,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,2025,48.151085,-120.056584,121
3D9.1A4FD29FA2,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29FA3,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,114
3D9.1A4FD29FA4,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,115
3D9.1A4FD29FA5,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,2025,48.151085,-120.056584,138
3D9.1A4FD29FA6,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,129
3D9.1A4FD29FA7,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/24/2025,2025,48.151085,-120.056584,123
3D9.1A4FD29FA8,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,107
3D9.1A4FD29FA9,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,105
3D9.1A4FD29FAA,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,123
3D9.1A4FD29FAB,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/10/2025,2025,48.151085,-120.056584,125
3D9.1A4FD29FAC,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/10/2025,2025,48.151085,-120.056584,124
3D9.1A4FD29FAD,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,2025,48.151085,-120.056584,140
3D9.1A4FD29FAE,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,2025,48.151085,-120.056584,122
3D9.1A4FD29FAF,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,99
3D9.1A4FD29FB0,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,104
3D9.1A4FD29FB1,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/22/2025,2025,48.151085,-120.056584,125
3D9.1A4FD29FB2,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,2025,48.151085,-120.056584,137
3D9.1A4FD29FB3,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,122
3D9.1A4FD29FB4,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,132
3D9.1A4FD29FB5,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/25/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29FB6,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29FB7,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/16/2025,2025,48.151085,-120.056584,125
3D9.1A4FD29FB8,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,112
3D9.1A4FD29FB9,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,129
3D9.1A4FD29FBA,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,121
3D9.1A4FD29FBB,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,115
3D9.1A4FD29FBC,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,119
3D9.1A4FD29FBD,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,117
3D9.1A4FD29FBE,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/20/2025,2025,48.151085,-120.056584,129
3D9.1A4FD29FBF,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,110
3D9.1A4FD29FC0,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/24/2025,2025,48.151085,-120.056584,107
3D9.1A4FD29FC1,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,99
3D9.1A4FD29FC2,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/23/2025,2025,48.151085,-120.056584,122
3D9.1A4FD29FC3,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29FC4,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,2025,48.151085,-120.056584,120
3D9.1A4FD29FC5,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,2025,48.151085,-120.056584,95
3D9.1A4FD29FC6,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,2025,48.151085,-120.056584,94
3D9.1A4FD29FC7,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,2025,48.151085,-120.056584,132
3D9.1A4FD29FC8,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/26/2025,2025,48.151085,-120.056584,129
3D9.1A4FD29FC9,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,2025,48.151085,-120.056584,132
3D9.1A4FD29FCA,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,2025,48.151085,-120.056584,134
3D9.1A4FD29FCB,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,2025,48.151085,-120.056584,119
3D9.1A4FD29FCC,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29FCD,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,2025,48.151085,-120.056584,123
3D9.1A4FD29FCE,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,2025,48.151085,-120.056584,131
3D9.1A4FD29FCF,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,2025,48.151085,-120.056584,120
3D9.1A4FD29FD0,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/28/2025,2025,48.151085,-120.056584,125
3D9.1A4FD29FD1,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,2025,48.151085,-120.056584,133
3D9.1A4FD29FD2,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,2025,48.151085,-120.056584,131
3D9.1A4FD29FD3,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,2025,48.151085,-120.056584,125
3D9.1A4FD29FD4,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,2025,48.151085,-120.056584,123
3D9.1A4FD29FD5,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,2025,48.151085,-120.056584,134
3D9.1A4FD29FD6,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,2025,48.151085,-120.056584,133
3D9.1A4FD29FD7,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,2025,48.151085,-120.056584,125
3D9.1A4FD29FD8,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,2025,48.151085,-120.056584,132
3D9.1A4FD29FD9,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/28/2025,2025,48.151085,-120.056584,132
3D9.1A4FD29FDA,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/29/2025,2025,48.151085,-120.056584,127
3D9.1A4FD29FDB,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,2025,48.151085,-120.056584,130
3D9.1A4FD29FDC,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/1/2025,2025,48.151085,-120.056584,127
3D9.1A4FD29FDD,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/27/2025,2025,48.151085,-120.056584,131
3D9.1A4FD29FDE,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/30/2025,2025,48.151085,-120.056584,133
