tag_code,life_stage,release_site_label,release_site_code,release_site_name,release_date,release_year,release_lat,release_lon,length_mm
3D9.1A4FA1054E,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/16/2021,2021,48.151085,-120.056584,127
3D9.1A4FA1054F,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/13/2023,2023,48.151085,-120.056584,119
3D9.1A4FA10550,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/16/2021,2021,48.151085,-120.056584,118
3D9.1A4FA10551,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/14/2021,2021,48.151085,-120.056584,97
3D9.1A4FA10554,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/11/2021,2021,48.151085,-120.056584,101
3D9.1A4FA10555,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/16/2021,2021,48.151085,-120.056584,131
3D9.1A4FA10556,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/11/2021,2021,48.151085,-120.056584,100
3D9.1A4FA10557,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/16/2023,2023,48.151085,-120.056584,126
3D9.1A4FA10558,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/17/2021,2021,48.151085,-120.056584,128
3D9.1A4FA10559,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/11/2021,2021,48.151085,-120.056584,107
3D9.1A4FA1055A,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/13/2023,2023,48.151085,-120.056584,124
3D9.1A4FA1055B,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/12/2021,2021,48.151085,-120.056584,134
3D9.1A4FA1055C,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/13/2021,2021,48.151085,-120.056584,102
3D9.1A4FA1055D,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/16/2023,2023,48.151085,-120.056584,122
3D9.1A4FA1055E,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/11/2021,2021,48.151085,-120.056584,137
3D9.1A4FA1055F,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,113
3D9.1A4FA10560,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/22/2023,2023,48.151085,-120.056584,120
3D9.1A4FA10561,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/11/2021,2021,48.151085,-120.056584,116
3D9.1A4FA10562,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/11/2021,2021,48.151085,-120.056584,110
3D9.1A4FA10563,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/29/2022,2022,48.151085,-120.056584,121
3D9.1A4FA10564,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/14/2021,2021,48.151085,-120.056584,126
3D9.1A4FA10565,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/29/2022,2022,48.151085,-120.056584,133
3D9.1A4FA10566,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/13/2023,2023,48.151085,-120.056584,123
3D9.1A4FA10567,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/13/2021,2021,48.151085,-120.056584,115
3D9.1A4FA10568,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/12/2021,2021,48.151085,-120.056584,116
3D9.1A4FA10569,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/13/2023,2023,48.151085,-120.056584,111
3D9.1A4FA1056B,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/19/2023,2023,48.151085,-120.056584,113
3D9.1A4FA1056C,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/16/2021,2021,48.151085,-120.056584,122
3D9.1A4FA1056D,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/15/2021,2021,48.151085,-120.056584,126
3D9.1A4FA1056E,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/17/2021,2021,48.151085,-120.056584,130
3D9.1A4FA1056F,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/9/2023,2023,48.151085,-120.056584,111
3D9.1A4FA10570,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/11/2021,2021,48.151085,-120.056584,131
3D9.1A4FA10571,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/14/2021,2021,48.151085,-120.056584,98
3D9.1A4FA10572,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/15/2021,2021,48.151085,-120.056584,130
3D9.1A4FA10573,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/15/2021,2021,48.151085,-120.056584,130
3D9.1A4FA10574,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/11/2021,2021,48.151085,-120.056584,105
3D9.1A4FA10575,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/13/2021,2021,48.151085,-120.056584,105
3D9.1A4FA10576,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/13/2021,2021,48.151085,-120.056584,128
3D9.1A4FA10577,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/13/2021,2021,48.151085,-120.056584,124
3D9.1A4FA10578,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/16/2021,2021,48.151085,-120.056584,132
3D9.1A4FA10579,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/29/2022,2022,48.151085,-120.056584,134
3D9.1A4FA1057A,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/16/2021,2021,48.151085,-120.056584,120
3D9.1A4FA1057B,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/11/2022,2022,48.151085,-120.056584,128
3D9.1A4FA1057C,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/22/2023,2023,48.151085,-120.056584,123
3D9.1A4FA1057D,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/16/2021,2021,48.151085,-120.056584,120
3D9.1A4FA1057F,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/13/2021,2021,48.151085,-120.056584,121
3D9.1A4FA10580,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/13/2021,2021,48.151085,-120.056584,135
3D9.1A4FA10581,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/16/2021,2021,48.151085,-120.056584,122
3D9.1A4FA10582,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,4/19/2023,2023,48.151085,-120.056584,124
3D9.1A4FA10583,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/11/2021,2021,48.151085,-120.056584,95
3D9.1A4FA10584,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,132
3D9.1A4FA10585,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,117
3D9.1A4FA10586,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,102
3D9.1A4FA10587,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,128
3D9.1A4FA10588,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,94
3D9.1A4FA10589,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,129
3D9.1A4FA1058A,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,124
3D9.1A4FA1058B,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,131
3D9.1A4FA1058C,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,132
3D9.1A4FA1058D,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,125
3D9.1A4FA1058E,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,132
3D9.1A4FA1058F,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,100
3D9.1A4FA10590,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,99
3D9.1A4FA10591,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,101
3D9.1A4FA10592,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,107
3D9.1A4FA10593,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,123
3D9.1A4FA10594,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,119
3D9.1A4FA10595,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,130
3D9.1A4FA10596,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,113
3D9.1A4FA10597,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,105
3D9.1A4FA10598,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,102
3D9.1A4FA10599,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,110
3D9.1A4FA1059A,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,115
3D9.1A4FA1059B,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,84
3D9.1A4FA1059D,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,91
3D9.1A4FA1059E,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,118
3D9.1A4FA1059F,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,112
3D9.1A4FA105A0,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,119
3D9.1A4FA105A1,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,122
3D9.1A4FA105A2,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,106
3D9.1A4FA105A3,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,110
3D9.1A4FA105A4,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,128
3D9.1A4FA105A5,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,122
3D9.1A4FA105A6,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,117
3D9.1A4FA105A7,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,91
3D9.1A4FA105A8,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,117
3D9.1A4FA105A9,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,118
3D9.1A4FA105AA,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,119
3D9.1A4FA105AB,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,127
3D9.1A4FA105AC,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,123
3D9.1A4FA105AD,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,119
3D9.1A4FA105AE,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,112
3D9.1A4FA105AF,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,98
3D9.1A4FA105B0,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,100
3D9.1A4FA105B1,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,114
3D9.1A4FA105B2,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,115
3D9.1A4FA105B3,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,88
3D9.1A4FA105B4,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,96
3D9.1A4FA105B5,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,104
3D9.1A4FA105B6,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,114
3D9.1A4FA105B7,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,104
3D9.1A4FA105B8,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,129
3D9.1A4FA105B9,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,118
3D9.1A4FA105BA,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,118
3D9.1A4FA105BB,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,123
3D9.1A4FA105BC,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,103
3D9.1A4FA105BD,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,95
3D9.1A4FA105BE,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,104
3D9.1A4FA105BF,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,118
3D9.1A4FA105C0,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,134
3D9.1A4FA105C1,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,133
3D9.1A4FA105C2,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,125
3D9.1A4FA105C3,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,110
3D9.1A4FA105C4,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,129
3D9.1A4FA105C6,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,106
3D9.1A4FA105C7,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,132
3D9.1A4FA105C8,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,122
3D9.1A4FA105C9,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,139
3D9.1A4FA105CA,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,132
3D9.1A4FA105CB,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,115
3D9.1A4FA105CC,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,96
3D9.1A4FA105CD,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,133
3D9.1A4FA105CE,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,112
3D9.1A4FA105CF,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,133
3D9.1A4FA105D0,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,100
3D9.1A4FA105D1,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,116
3D9.1A4FA105D2,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,129
3D9.1A4FA105D3,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,116
3D9.1A4FA105D4,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,109
3D9.1A4FA105D5,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,104
3D9.1A4FA105D6,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,129
3D9.1A4FA105D7,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,125
3D9.1A4FA105D8,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/7/2021,2021,48.151085,-120.056584,109
3D9.1A4FA105D9,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,104
3D9.1A4FA105DA,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,107
3D9.1A4FA105DB,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,121
3D9.1A4FA105DC,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,114
3D9.1A4FA105DD,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,110
3D9.1A4FA105DE,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,121
3D9.1A4FA105DF,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,125
3D9.1A4FA105E0,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,118
3D9.1A4FA105E1,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,123
3D9.1A4FA105E2,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,97
3D9.1A4FA105E3,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,124
3D9.1A4FA105E4,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,125
3D9.1A4FA105E5,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,100
3D9.1A4FA105E6,Larvae,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2021,2021,48.151085,-120.056584,108
3D9.1A4FA105E7,Larvae,METHR - Methow River,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/10/2021,2021,48.151085,-120.056584,139
3D9.1A4FA12E96,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/5/2022,2022,48.151085,-120.056584,126
3D9.1A4FA12E97,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,2022,48.151085,-120.056584,135
3D9.1A4FA12E98,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,2022,48.151085,-120.056584,128
3D9.1A4FA12E99,Macropthalmia (eyed juvenile),METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,5/6/2022,2022,48.151085,-120.056584,130
